API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,WellPadDirection,ENVWellGrouping,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVTicker,ENV_Peer_Group,ENVCompanyType,ENV_Stock_Exchange,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVProducingMethod,ENVRegion,ENVBasin,ENVPlay,ENVSubPlay,ENVInterval,ENVIntervalSource,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,ENVWellboreType,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,WellNumber,SurfaceLatitudeLongitudeSource,PlugDate,PlugbackMeasuredDepth_FT,PlugbackTrueVerticalDepth_FT,AvgBreakdownPressure_PSI,AvgClusterSpacingPerStage_FT,AvgClusterSpacing_FT,AvgFracGradient_PSIPerFT,AvgISIP_PSI,AvgMillTime_Min,AvgPortSleeveOpeningPressure_PSI,AvgShotsPerCluster,AvgShotsPerFt,AvgTreatmentPressure_PSI,AvgTreatmentRate_BBLPerMin,"ClustersPer1,000Ft",ClustersPerStage,"ShotsPer1,000Ft",ShotsPerStage,TotalShots,AvgFluidPerCluster_BBL,AvgFluidPerShot_BBL,AvgFluidPerStage_BBL,FracRigOnsiteDate,FracRigReleaseDate,AvgProppantPerCluster_LBS,AvgProppantPerShot_LBS,AvgProppantPerStage_LBS,StimulatedStages,TotalClusters,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,ElevationKB_FT,ElevationGL_FT,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,FirstRigDay,ENVCompInsertedDate,StateFileNumber,ENVFracJobType,ENVFluidType,CompletionTime_DAYS,CompletionDesign,PermitToSpud_DAYS,SpudToRigRelease_DAYS,SpudToCompletion_DAYS,SpudToSales_DAYS,SoakTime_DAYS,NumberOfStrings,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,FracStages,AverageStageSpacing_FT,ENVProppantBrand,ProppantLoading_LBSPerGAL,ENVProppantType,ProppantIntensity_LBSPerFT,Proppant_LBS,TotalWaterPumped_GAL,WaterIntensity_GALPerFT,TotalFluidPumped_BBL,FluidIntensity_BBLPerFT,AcidVolume_BBL,Bottom_Hole_Temp_DEGF,Biocide_LBS,Breaker_LBS,Buffer_LBS,ClayControl_LBS,CrossLinker_LBS,FrictionReducer_LBS,GellingAgent_LBS,IronControl_LBS,ScaleInhibitor_LBS,Surfactant_LBS,Energizer_LBS,Diverter_LBS,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,WaterDepth,TestWHLiquids_PCT,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilProdPriorTest_BBL,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProducingMonth,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,CumulativeSOR,Last3MonthISOR,TopOfZone_FT,BottomOfZone_FT,SubseaTopDepth_FT,SubseaBaseDepth_FT,Isopach_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,InjectorWellClass,SpudDateSource,TestRate_MCFEPerDAYPer1000FT,FirstProdYear
42-371-39367,4237139367,42-371-39367-00,423713936700,42-371-39367-00-00,42371393670000,840420000749239,840421002739495,42-371-39367,S,,1,SOUTH SMARTY JONES STATE 32 1HA,US,TX,PECOS,47723,SOUTH SMARTY JONES STATE 32,MANTI TARKA PERMIAN,MANTI TARKA PERMIAN OP  LLC,MANTI RESOURCES,MANTI TARKA PERMIAN*,NON-PE-BACKED PRIVATE,PRIVATE,,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A LOWER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,LATERAL,WOLFCAMP,2016-01-01,31.112925,-103.237815,31.099392,-103.237952,10483,15233,08,PHANTOM,T&P RR CO,49,8479,,32,8S,,,SOUTH SMARTY JONES STATE 32,1HA,REPORTED,,10430,10430,,,,,,,,,,,,,,,,,,,253962,,,,,7987122,,,2016,2016-Q1,2016 / 01,2799,ACTUAL,2774,ACTUAL,2799,2774,ACTUAL,2015-10-27,2015-10-19,2015-10-31,2015-12-05,2015-12-05,2016-01-22,2015-11-05,2018-03-01,,SLICKWATER,FRESH WATER,7,,4,35,83,77,26,3,10587,15223,4636,4620,,,RCS (PROPPANT),0.75,SAND ONLY,1723,7987122,10666404,2301,253962,55,598,,2304,,,,,,,,,,,,2016-02-17,64,918,198,5509,772,167,877,189,3399,733,,84,500,500,,,GAS LIFT,43.00,,41850,9027,43346,9350,251102,54164,34626,7469,332236,80815,17432,99591,21482,484887,104592,64216,13852,569953,108541,23413,151194,32613,651246,140476,83342,17977,725264,127059,27407,181293,39105,762351,164442,96843,20889,836031,219679,47385,339324,73193,1318074,284313,163125,35187,1401431,302293,2016-02-01,3,20489,4420,22718,4900,122936,26518,16813,3627,190266,342054,73782,614892,132634,2052324,442693,239572,51676,2160659,106,2024-10-01,823,10523,9383,20565,60620,10462,117010,70,2567,,,10370,10629,-7578,-7837,261,84.29,2.52,75.31,0.117,0.084,0.24,0.67,0.24,21.90,0.063,16.5,3.36,,Reported,1188,2016
42-371-36693,4237136693,42-371-36693-00,423713669300,42-371-36693-00-00,42371366930000,840420002935857,840421001908256,42-371-36693,,,1,SCHLOSSER 1,US,TX,PECOS,35819,SCHLOSSER,"SCYTHIAN, LTD.",SCYTHIAN  LTD.,MEDALLION PETROLEUM,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,CHERRY CANYON,1997-09-01,31.115839,-103.175044,31.115839,-103.175044,7372,7372,08,ROJO CABALLOS,T&P RR CO,49,958,,25,8S,,,,1,REPORTED,2000-09-07,7051,,,,,,,,,,,,,,,,,,,,1450,,,,,131690,,,1997,*Pre-2010,*Pre-2010,2783,ACTUAL,2774,ACTUAL,2783,2774,,1997-04-03,1997-03-17,1997-06-30,1997-07-24,1997-07-24,1997-09-26,,2021-06-15,,,,,,88,24,88,78,,2,6773,6947,174,,1,,,2.16,SAND ONLY,757,131690,60900,350,1450,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-09-01,1,577,,0,,3462,,577,,0,1119,,0,,6714,,1119,,0,5,1998-01-01,154,0,0,1119,0,1119,0,100,0,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-389-40344,4238940344,42-389-40344-00,423894034400,42-389-40344-00-00,42389403440000,840420019787356,840421007684618,42-389-40344,W,,1,AFRICAN LION STATE UNIT 1W64 64H,US,TX,REEVES,60029,AFRICAN LION STATE UNIT 1W64,VTX ENERGY OPERATING LLC,VTX ENERGY OPERATING  LLC,"PRI OPERATING, LLC",OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,CUDD,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,2ND BONE SPRING,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,BONE SPRING,2023-08-01,31.181328,-103.269056,31.183041,-103.296030,9278,17449,08,SANDBAR,T&P RR CO,49,2017,,06,8S,,,AFRICAN LION STATE UNIT 1W64,64H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023-Q3,2023 / 08,2772,ACTUAL,2747,ACTUAL,2772,2747,ACTUAL,2022-12-08,2022-11-29,2023-01-08,2023-01-19,2023-01-19,2023-01-19,2023-01-09,2023-05-04,,SLICKWATER HC,FRESH WATER,12,,31,11,11,220,194,3,9624,17348,7724,7910,,,,0.74,SAND ONLY,2399,18530831,25013226,3238,595553,77,38,,,462,,,,103786,,,76373,85787,,,2023-08-07,54,322,42,1934,292,38,182,24,4707,609,,91,350,350,,1586,PUMPING,41.00,,21724,2812,15381,1991,130341,16875,19160,2481,368406,71951,9315,44647,5780,431707,55892,64510,8352,711866,104220,13493,66222,8574,625320,80958,93183,12064,893959,126542,16383,82911,10734,759249,98297,112723,14594,1010391,,,,,,,,,,,2023-12-01,5,19020,2462,10755,1392,114117,14774,17227,2230,135254,132296,17128,87494,11328,793778,102768,117714,15240,1038799,13,2024-08-01,4991,4583,28408,125915,82933,112093,931110,89,743,,,9172,9425,-6396,-6652,257,95.56,2.50,102.50,0.122,0.093,0.23,0.68,0.14,23.88,0.076,19.4,3.77,,Reported,250,2023
42-389-38078,4238938078,42-389-38078-00,423893807800,42-389-38078-00-00,42389380780000,840420005369342,840421006682794,42-389-38077,N,,1,STATE ARMSTRONG 9-4 UNIT 2WA,US,TX,REEVES,52567,STATE ARMSTRONG 9-4 UNIT,DIAMONDBACK,DIAMONDBACK E&P LLC,DIAMONDBACK E&P,FANG,LARGE CAP,PUBLIC,NASDAQ,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2019-06-01,31.163533,-103.220491,31.185979,-103.224100,10646,18415,08,HOEFS T-K,T&P RR CO,49,683,,09,8S,,,,2WA,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-Q2,2019 / 06,2764,ACTUAL,2737,ACTUAL,2764,2738,ACTUAL,2019-02-20,2019-02-13,2019-02-24,2019-04-23,2019-04-23,2019-06-06,2019-03-09,2019-06-17,,SLICKWATER,UNKNOWN,1,,4,58,102,112,19,4,10855,18330,7475,7625,,,,,,,,19098038,2555,454715,61,743,,9206,,,128,,0,,5411,1146,0,,,2019-06-25,64,1407,188,8441,1247,167,959,128,3887,520,,89,421,,,15222,PUMPING,41.00,,58810,7868,53473,7154,352858,47205,49898,6675,89494,91507,12242,83035,11108,549044,73451,77668,10390,141050,112927,15107,105107,14061,677561,90644,95409,12764,175053,125880,16840,121816,16297,755280,101041,105577,14124,195130,169669,22698,179450,24007,1018012,136189,139760,18697,273516,36591,2019-06-01,1,26823,3588,22521,3013,160941,21531,23070,3086,40878,237983,31837,246033,32914,1427899,191023,196978,26352,445844,65,2024-10-01,1891,1635,6563,27755,23006,23921,78449,83,1249,,,10427,10560,-7676,-7808,125,99.19,2.52,110.61,0.113,0.080,0.25,0.67,0.22,10.01,0.057,7.2,3.98,,Reported,1129,2019
42-389-36619,4238936619,42-389-36619-00,423893661900,42-389-36619-00-00,42389366190000,840420004728534,840421006231663,42-389-36619,N,,1,NYALA UNIT 9D 5H,US,TX,REEVES,50694,NYALA UNIT 9D,VTX ENERGY OPERATING LLC,VTX ENERGY OPERATING  LLC,"PRI OPERATING, LLC",OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,LIBERTY OILFIELD SERVICES,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,3RD BONE SPRING,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,BONE SPRING,2018-04-01,31.235942,-103.206359,31.258779,-103.206300,10341,18407,08,SANDBAR,PSL,C1,4539,,09,,,,NYALA UNIT 9D,5H,REPORTED,,,,,,,,,,,,,,,,,,,,,,514770,,,,,17725340,,,2018,2018-Q2,2018 / 04,2748,ACTUAL,2723,ACTUAL,2748,2726,ACTUAL,2018-01-12,2017-12-05,2018-01-15,2018-03-23,2018-03-23,2018-04-25,2018-02-02,2018-06-30,,SLICKWATER HC,UNKNOWN,14,,3,67,100,91,56,3,9958,17642,7684,7783,,,"B500-100 | S012-4070 | S333-4070",0.82,SAND + RESIN,2307,17725340,21620340,2814,514770,67,,,0,0,,,,0,0,,0,0,,0,2018-06-20,42,800,104,4800,704,92,576,75,2584,336,,88,450,290,,23490,PUMPING,42.00,,32035,4169,17014,2214,192208,25014,29199,3800,0,67528,8788,38959,5070,405169,52729,61035,7943,0,109233,14216,70501,9175,655399,85294,97483,12686,131567,147090,19142,108183,14079,882543,114855,129060,16796,254691,273369,35576,267054,34755,1640214,213458,228860,29784,791651,103026,2018-06-01,3,18285,2380,14881,1937,109712,14278,16378,2131,48270,362696,47201,392123,51031,2176175,283209,297342,38696,1666155,77,2024-08-01,1777,1938,39484,20259,21577,16663,328112,82,1319,,,9924,10355,-7208,-7637,427,67.39,2.57,268.16,0.082,0.076,0.19,0.75,0.47,32.41,0.060,25.8,2.54,,Reported,625,2018
42-389-40472,4238940472,42-389-40472-00,423894047200,42-389-40472-00-00,42389404720000,840420019804463,840421007705506,42-389-36900,S,,1,MONGOOSE UNIT 20 11H,US,TX,REEVES,52853,MONGOOSE UNIT 20,VTX ENERGY OPERATING LLC,VTX ENERGY OPERATING  LLC,"PRI OPERATING, LLC",OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,CUDD,OIL (40%+ WH LIQUIDS),OIL,OIL,FLOWING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A LOWER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,TREND AREA,2024-02-01,31.209655,-103.201229,31.186615,-103.201233,10648,18762,08,WOLFBONE,PSL,C1,4586,,20,,,,MONGOOSE UNIT 20,11H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024-Q1,2024 / 02,2724,ACTUAL,2699,ACTUAL,2724,2699,ACTUAL,2023-02-16,2023-02-09,2023-04-03,2023-05-16,2023-05-16,2023-05-16,2023-04-03,2023-08-31,,SLICKWATER HC,FRESH WATER,18,,46,43,43,319,261,3,10986,18649,7663,7889,,,GARNET/PEARL/CHROME RCS,0.74,SAND ONLY,2592,19864718,26687472,3483,635416,83,38,,,1895,,,,179721,,,80956,403259,,,2024-01-03,64,940,123,5641,782,102,952,124,3129,408,,83,319,,,59007,FLOWING,41.00,,33076,4316,24458,3192,198458,25898,29000,3784,171318,64456,8411,51567,6729,386734,50468,55861,7290,331587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-01,1,11756,1534,9596,1252,70535,9205,10193,1330,60021,73228,9556,58283,7606,439368,57336,63514,8288,377560,7,2024-08-01,7653,6716,45973,73228,58283,63514,377560,87,918,,,10634,10776,-7911,-8050,142,76.51,2.54,93.84,0.098,0.077,0.22,0.71,0.34,10.91,0.054,7.7,2.86,,Reported,736,2024
42-389-40689,4238940689,42-389-40689-00,423894068900,42-389-40689-00-00,42389406890000,840420020066680,840421008030646,42-389-40689,N,,1,BARRACUDA UNIT 2 63H,US,TX,REEVES,P892318,BARRACUDA UNIT 2,VITOL,"PRI OPERATING, LLC","PRI OPERATING, LLC",VITOL*,NON-PE-BACKED PRIVATE,PRIVATE,,,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,2ND BONE SPRING,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,BONE SPRING 2,2024-02-01,31.243079,-103.144344,31.273389,-103.141745,9151,19910,08,SANDBAR,PSL,C2,4550,,11,,,,BARRACUDA UNIT 2,63H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024-Q1,2024 / 02,2638,ACTUAL,2617,ACTUAL,2638,2616,ACTUAL,2023-07-27,2023-07-21,2023-08-25,2023-09-29,2023-09-29,2023-09-29,2023-08-27,2024-11-11,,,,,,29,35,35,175,125,2,9488,19814,10326,10487,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-06,64,1009,98,6055,894,87,691,67,5021,486,,89,247,262,,32493,GAS LIFT,41.00,,56769,5498,50152,4857,340612,32986,48410,4688,0,132035,12787,131353,12721,792211,76720,110143,10667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-01,4,26613,2577,33232,3218,159678,15464,22814,2209,0,150617,14586,162898,15776,903700,87517,123467,11957,0,7,2024-08-01,13324,31545,0,150617,162898,123467,0,82,1319,,,9011,9374,-6373,-6739,367,62.19,2.56,305.16,0.091,0.076,0.15,0.82,0.33,27.92,0.064,23.4,2.34,,Reported,586,2024
42-389-30046,4238930046,42-389-30046-00,423893004600,42-389-30046-00-00,42389300460000,840420002866233,840421002033702,42-389-30046,,,1,REEVES TXL FEE UNIT 9,US,TX,REEVES,049648,REEVES TXL FEE UNIT,CHEVRON,CHEVRON U. S. A. INC.,CHEVRON,CVX,MAJOR,PUBLIC,NYSE,,DRY GAS (0-1% WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,PRODUCING,PRODUCING,,,VERTICAL,SINGLE BORE,ELLENBURGER,1971-02-01,31.181863,-103.343279,31.181863,-103.343279,21050,21050,08,TORO,T&P RR CO,50,712,,05,8S,,,REEVES TXL FEE UNIT,9,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,*Pre-2010,*Pre-2010,2792,ACTUAL,2769,ACTUAL,2792,2769,,,,1969-11-05,1970-12-15,,1971-01-10,,2016-04-03,,,,,,,,431,468,,2,20200,20880,680,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-10-10,,338,,2028,,,2028,,,,,,,563,,,,,,94971,,569824,,569824,,0,,0,161443,,968659,,968659,,0,,0,212831,,1276987,,1276987,,0,,0,256842,,1541051,,1541051,,0,,0,486103,,2916620,,2916620,,0,,0,,1971-03-01,2,45072,,270434,,270434,,0,,85,1467652,,8805913,,8805913,,0,,6019,645,2024-10-01,0,2207,6,1450,8700,0,26,0,,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-371-34795,4237134795,42-371-34795-00,423713479500,42-371-34795-00-00,42371347950000,840420002905270,840421001429374,,,,,MCINTYRE STATE 40 1,US,TX,PECOS,,MCINTYRE STATE 40,"LATIMER, J. R. JR., INC.","LATIMER, J. R. JR., INC.",LATIMER J R JR,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,,INJECTION,INJECTOR,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,PERMIT CANCELLED,PERMIT CANCELLED,,,VERTICAL,SINGLE BORE,WILDCAT,,31.098218,-103.132690,31.098218,-103.132690,7500,,08,WILDCAT,T&P RR CO,48,8332,,40,8S,,,,1,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805,ACTUAL,2792,ACTUAL,2805,2792,,1984-02-27,1984-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-389-32103,4238932103,42-389-32103-00,423893210300,42-389-32103-00-00,42389321030000,840420002950403,840421001453332,,,,,REEVES TXL FEE UNIT 11,US,TX,REEVES,,REEVES TXL FEE UNIT,CHEVRON,TEXACO E & P INC.,TEXACO,CVX,MAJOR,PUBLIC,NYSE,,,OIL & GAS,OIL & GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,PERMIT EXPIRED,PERMIT EXPIRED,,,VERTICAL,SINGLE BORE,WILDCAT,,31.174903,-103.325946,31.174903,-103.325946,12700,,08,WILDCAT,T&P RR CO,50,1914,,04,8S,,,,11,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779,ACTUAL,2766,ACTUAL,2779,2766,,1996-07-16,1996-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-389-32975,4238932975,42-389-32975-00,423893297500,42-389-32975-00-00,42389329750000,840420000644742,840421002343848,42-389-32975,,,1,"VJ RANCH - IMPALA ""36"" 2",US,TX,REEVES,42594,"VJ RANCH - IMPALA ""36""",CHEVRON,CHEVRON U. S. A. INC.,PATRIOT RESOURCES,CVX,MAJOR,PUBLIC,NYSE,WEATHERFORD,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,PRODUCING,PRODUCING,,,VERTICAL,SINGLE BORE,TREND AREA,2012-02-01,31.224301,-103.281544,31.224301,-103.281544,11608,11608,08,WOLFBONE,T&P RR CO,50,5681,,36,7S,,,"VJ RANCH - IMPALA ""36""",2,REPORTED,,11490,11490,,,,,,,,,,,,,,,,,,,27315,,,,,996000,,,2012,2012-Q1,2012 / 02,2744,ACTUAL,2725,ACTUAL,2744,2725,,2011-08-25,2011-08-17,2011-10-29,2011-11-26,2011-11-26,2012-02-02,,2019-05-25,,HYBRID CROSSLINKER/LINEAR GEL HC,FRESH WATER,,,65,28,96,110,,4,9610,11441,1831,,1,,"HYDROPROP | RCS (PROPPANT) | SINTERLITE (PROPPANT)",0.87,SAND ONLY,544,996000,1147230,627,27315,15,525,,2677,11629,,,8449,,35795,,,,,,2012-02-28,13,244,,1466,219,,152,,339,,,90,1900,1300,,,PUMPING,44.00,,11603,,9106,,69616,,10085,,21508,16379,,12697,,98276,,14263,,30481,23239,,17467,,139437,,20328,,43591,27396,,21167,,164377,,23868,,51291,45428,,30679,,272566,,40315,,88040,,2012-03-01,2,5618,,3848,,33710,,4977,,10627,79454,,72947,,476726,,67296,,155019,153,2024-10-01,53,58,153,522,484,441,1269,85,1084,,,,,,,,,,,,,,,,,,,,,Reported,,2012
42-371-39811,4237139811,42-371-39811-00,423713981100,42-371-39811-00-00,42371398110000,840420005297982,840421006490520,42-371-39810,E,,1,PAGE ROYALTY STATE 31-32 B 2SB,US,TX,PECOS,52991,PAGE ROYALTY STATE 31-32 B,DIAMONDBACK,DIAMONDBACK E&P LLC,DIAMONDBACK E&P,FANG,LARGE CAP,PUBLIC,NASDAQ,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,2ND BONE SPRING,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2019-02-01,31.112928,-103.169902,31.112866,-103.134721,9011,19687,08,HOEFS T-K,T&P RR CO,49,5689,,30,8S,,,PAGE ROYALTY STATE 31-32 B,2SB,REPORTED,,19578,8960,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-Q1,2019 / 02,2804,ACTUAL,2780,ACTUAL,2804,2781,ACTUAL,2018-08-24,2018-08-06,2018-10-18,2018-11-17,2018-11-18,2019-02-26,2018-09-17,2019-06-20,,SLICKWATER HC,UNKNOWN,1,,55,31,131,121,100,3,9285,19492,10207,10388,,,,0.86,SAND ONLY,2493,25451010,29514562,2892,702728,69,255,,,,,720,,9254,,5442,1152,0,,,2019-06-06,,2400,235,14401,2158,211,1453,142,4442,435,,90,1125,,,11084,PUMPING,42.00,,93495,9160,58136,5696,560972,54960,83806,8211,421273,161732,15845,106413,10425,970389,95071,143996,14108,984195,211641,20735,145533,14258,1269843,124409,187385,18358,1523075,242596,23768,172524,16903,1455576,142606,213842,20951,1968857,352938,34578,286241,28044,2117627,207468,305231,29904,4285230,419832,2019-03-01,2,56058,5492,33114,3244,336348,32953,50539,4951,190870,436988,42813,379377,37168,2621931,256876,373759,36618,6631493,69,2024-10-01,1967,3659,80352,17331,24378,13268,541487,86,1015,,,8804,9194,-5992,-6409,419,100.16,2.54,89.55,0.096,0.072,0.25,0.68,0.32,30.36,0.050,21.0,3.19,,Reported,1411,2019
